name,s,e,c
JDP2,1137673,1138175,1137923;1137923;1137923;1137923;1137925
JMJD1C,872434,873055,872805;872684;872707
JMJD4,113712,114212,113962
JMJD6,1287206,1287706,1287456;1287456
JMJD7,1174461,1174961,1174711
JMJD7-PLA2G4B,1174461,1174966,1174711;1174716
JMJD8,1205034,1205534,1205284
JMY,479832,480332,480082
JOSD1,1434173,1434673,1434423;1434423
JOSD2,1354989,1355489,1355239;1355239
JPH2,1380454,1380955,1380704;1380705
JPH3,1248485,1248985,1248735
JPH4,1111749,1112249,1111999
JRK,768028,768528,768278
JRKL,955772,956272,956022;956022
JSRP1,1330610,1331110,1330860
JTB,76725,77226,76975;76976
JUN,29375,29875,29625;29625
JUNB,1335933,1336433,1336183
JUND,1338678,1339178,1338928
JUP,1269816,1270316,1270066;1270066
JWA,280544,281044,280794
KAI1,930004,930504,930254
KALRN,307883,308628,308378;308133
KANK1,769587,770189,769838;769821;769939;769896
KANK2,1335136,1335636,1335386
KANK3,1333686,1334186,1333936
KANK4,31127,31643,31393;31377
KANSL1,1271980,1272496,1272246;1272230;1272230;1272230
KANSL1L,229895,230395,230145
KANSL3,173029,173529,173279
KARS,1242507,1243007,1242757
KAT2A,1269981,1270481,1270231
KAT2B,256017,256517,256267;256267
KAT5,940450,940950,940700
KAT6A,717106,717607,717357;717356
KAT6B,878236,878736,878486
KAT8,1220231,1220731,1220481
KATNA1,606009,606509,606259
KATNAL1,1057581,1058081,1057831;1057831;1057831
KATNAL2,1312706,1313221,1312956;1312971
KATNB1,1233551,1234051,1233801
KATNBL1,1170652,1171152,1170902
KAZALD1,891353,891853,891603;891603
KAZN,7213,7887,7626;7463;7629;7463;7637
KBTBD13,1186085,1186585,1186335
KBTBD2,633048,633548,633298;633298
KBTBD3,960685,961185,960935
KBTBD4,931511,932011,931761
KBTBD6,1062994,1063494,1063244
KBTBD7,1063025,1063525,1063275;1063275
KBTBD8,279501,280001,279751
KCMF1,166976,167476,167226;167226
KCNA1,977724,978224,977974
KCNA2,55325,55838,55575;55576;55588
KCNA3,55359,55859,55609
KCNA4,922730,923230,922980
KCNA5,977791,978291,978041
KCNA7,1354270,1354770,1354520
KCNAB1,323896,324481,324231;324157;324231;324146
KCNAB2,2777,3303,3027;3053
KCNAB3,1253761,1254261,1254011
KCNB1,1383096,1383596,1383346
KCNB2,732877,733377,733127
KCNC1,916589,917089,916839;916839;916839
KCNC2,1013015,1013516,1013266;1013265;1013266
KCNC3,1354898,1355398,1355148
KCNC4,55128,55628,55378
KCND1,1464691,1465191,1464941
KCND2,676539,677039,676789
KCND3,56016,56516,56266
KCNE1,1408474,1409002,1408752;1408751;1408725;1408737;1408724
KCNE2,1408428,1408928,1408678
KCNE3,944797,945300,945050;945047
KCNE4,236335,236835,236585
KCNE5,1494712,1495212,1494962
KCNF1,129903,130403,130153
KCNG1,1383866,1384366,1384116;1384116
KCNG2,1329254,1329730,1329504
KCNG3,145737,146237,145987;145987
KCNH1,105404,105904,105654
KCNH2,691909,692420,692170;692159;692170
KCNH3,1000181,1000681,1000431
KCNH4,1270011,1270511,1270261
KCNH5,1131481,1131982,1131732;1131731
KCNH6,1280645,1281145,1280895
KCNH7,206224,206724,206474;206474
KCNH8,255571,256071,255821
KCNIP1,525457,526099,525849;525707;525782;525782;525782
KCNIP2,891742,892244,891994;891992;891994
KCNIP3,172358,172883,172633;172608
KCNIP4,355415,356464,356214;355665;356012;355891;356088
KCNJ1,972067,972579,972317;972329
KCNJ10,79770,80270,80020
KCNJ11,916416,916916,916666
KCNJ12,1260484,1261002,1260734;1260752
KCNJ13,241197,241697,241447
KCNJ14,1353961,1354461,1354211
KCNJ15,1410374,1410894,1410632;1410624;1410624;1410644
KCNJ16,1283880,1284395,1284130;1284145
KCNJ2,1283927,1284427,1284177
KCNJ3,202154,202654,202404;202404
KCNJ4,1434050,1434550,1434300
KCNJ5,972091,972591,972341
KCNJ6,1410204,1410704,1410454
KCNJ8,986178,986678,986428;986428
KCNJ9,79776,80276,80026
KCNK1,116625,117125,116875
KCNK10,1144094,1144622,1144370;1144372;1144344
KCNK12,148276,148776,148526
KCNK15,1380734,1381234,1380984
KCNK16,550670,551170,550920
KCNK17,550666,551166,550916
KCNK2,107340,107879,107590;107629
KCNK3,137834,138334,138084
KCNK4,939740,940240,939990
KCNK5,550623,551123,550873
KCNK6,1348887,1349387,1349137
KCNK9,766510,767010,766760
KCNMA1,879524,880142,879891;879891;879892;879891;879774
KCNMB1,525475,525975,525725;525725
KCNMB2,335103,335603,335353
KCNMB3,335465,335969,335719;335715
KCNMB4,1010595,1011095,1010845;1010845
KCNN1,1338513,1339020,1338770;1338763
KCNN2,497451,497951,497701
KCNN3,77167,77672,77422;77417
KCNN4,1351624,1352124,1351874;1351874
KCNQ1,908944,909452,909194;909202
KCNQ2,1390098,1390598,1390348
KCNQ3,762899,763399,763149
KCNQ4,20375,20875,20625
KCNQ5,567690,568190,567940;567940;567940;567940
KCNRG,1067435,1067935,1067685
KCNS1,1380911,1381411,1381161
KCNS2,745872,746372,746122;746122
KCNS3,133406,133906,133656;133656
KCNT2,98039,98539,98289
KCNU1,714473,714973,714723
KCNV1,751646,752146,751896
KCNV2,770694,771194,770944
KCP,680858,681358,681108
KCTD1,1302507,1303061,1302811;1302757;1302782;1302757;1302803
KCTD10,1030172,1030672,1030422
KCTD11,1253472,1253972,1253722
KCTD12,1080871,1081371,1081121
KCTD13,1219635,1220136,1219885;1219886
KCTD14,946578,947089,946828;946839
KCTD15,1346625,1347125,1346875
KCTD16,512342,512859,512592;512609
KCTD17,1433348,1433848,1433598
KCTD18,225064,225564,225314
KCTD19,1238347,1238847,1238597
KCTD2,1286366,1286866,1286616
KCTD20,549230,549730,549480;549480
KCTD21,946660,947160,946910
KCTD3,107621,108121,107871
KCTD4,1065025,1065525,1065275
KCTD5,1206033,1206533,1206283
KCTD6,275215,275715,275465
KCTD7,649629,650129,649879
KCTD8,367214,367714,367464
KCTD9,708810,709310,709060
KDELC1,1093866,1094366,1094116
KDELC2,961895,962395,962145
KDELR1,1353929,1354429,1354179
KDELR2,619844,620344,620094
KDELR3,1434057,1434557,1434307
KDF1,13394,13894,13644;13644
KDM1A,11423,11923,11673
KDM1B,540102,540602,540352
KDM2A,941154,941714,941464;941404
KDM2B,1036224,1036724,1036474;1036474;1036474
KDM3A,167711,168211,167961
KDM3B,509411,509911,509661
KDM4A,21808,22309,22058;22059
KDM4B,1331966,1332478,1332216;1332228
KDM4C,772714,773215,772964;772965
KDM4D,955064,955574,955314;955324
KDM4E,955090,955590,955340
KDM5A,975466,975964,975714;975714
KDM5B,101139,101639,101389
KDM5C,1466905,1467405,1467155;1467155
KDM5D,1528867,1529367,1529117;1529117
KDM6A,1462644,1463237,1462894;1462894;1462987
KDM6B,1253716,1254217,1253967;1253966
KDM7A,686521,687021,686771
KDM8,1218274,1218774,1218524;1218524
KDR,372984,373484,373234
KDSR,1320960,1321460,1321210
KEAP1,1334788,1335289,1335038;1335039
KEL,687912,688412,688162
KERA,1020940,1021440,1021190
KHDC1,568003,568534,568284;568261;568253
KHDC1L,567992,568492,568242
KHDC3L,568061,568561,568311
KHDRBS1,15990,16490,16240;16240
KHDRBS2,562523,563023,562773
KHDRBS3,764387,764887,764637
KHK,138031,138532,138281;138282
KHNYN,1112175,1112675,1112425
KHSRP,1332694,1333194,1332944
KIAA0040,87331,87832,87581;87582
KIAA0100,1263331,1263831,1263581
KIAA0101,1185737,1186237,1185987
KIAA0102,945041,945541,945291
KIAA0141,511218,511718,511468
KIAA0174,1240641,1241141,1240891
KIAA0196,759205,759705,759455
KIAA0226L,1065615,1066123,1065865;1065871;1065871;1065873
KIAA0232,348381,348881,348631
KIAA0319,543348,543848,543598;543598
KIAA0319L,17761,18262,18012;18011
KIAA0355,1346854,1347360,1347104;1347110
KIAA0368,826459,826959,826709
KIAA0391,1117521,1118021,1117771;1117771
KIAA0408,594915,595415,595165
KIAA0430,1212535,1213035,1212785;1212785;1212785
KIAA0513,1247197,1247717,1247447;1247465;1247467
KIAA0556,1218447,1218947,1218697
KIAA0586,1129173,1129673,1129423;1129423
KIAA0753,1253117,1253617,1253367
KIAA0825,487544,488044,487794
KIAA0895,634786,635297,635036;635036;635047
KIAA0895L,1238275,1238775,1238525;1238525
KIAA0907,77703,78203,77953
KIAA0922,422182,422682,422432
KIAA0930,1437429,1437943,1437679;1437693
KIAA1024L,505108,505608,505358
KIAA1033,1027965,1028465,1028215
KIAA1109,406534,407034,406784
KIAA1143,268378,268878,268628
KIAA1147,687283,687783,687533
KIAA1161,786524,787024,786774
KIAA1191,528461,528961,528711
KIAA1210,1499420,1499920,1499670
KIAA1211,373534,374034,373784
KIAA1211L,174153,174653,174403
KIAA1217,851934,852820,852570;852223;852562;852184;852441
KIAA1257,310333,310833,310583
KIAA1324,54579,55079,54829;54829
KIAA1324L,659880,660427,660177;660130
KIAA1328,1307647,1308147,1307897
KIAA1429,743935,744435,744185
KIAA1456,702554,703064,702804;702814
KIAA1462,855117,855617,855367
KIAA1468,1320370,1320870,1320620
KIAA1522,16354,16866,16604;16616
KIAA1524,300131,300631,300381
KIAA1549,685916,686416,686166
KIAA1549L,924492,924992,924742
KIAA1551,991271,991778,991521;991528
KIAA1586,559480,559980,559730
KIAA1614,90192,90692,90442
KIAA1644,1436973,1437479,1437229;1437223
KIAA1683,1338672,1339174,1338922;1338924
KIAA1715,212810,213310,213060
KIAA1755,1377491,1377991,1377741
KIAA1841,155023,155523,155273;155273
KIAA1919,586815,587315,587065
KIAA1958,826960,827460,827210;827210
KIAA2012,225845,226345,226095
KIAA2013,5744,6244,5994
KIAA2022,1477262,1477850,1477512;1477600
KIAA2026,772339,772839,772589
KIDINS220,128865,129365,129115
KIF11,887119,887619,887369
KIF12,827766,828266,828016;828016
KIF13A,540018,540518,540268
KIF13B,710713,711213,710963
KIF14,100045,100545,100295
KIF15,268378,268878,268628
KIF16B,1367324,1367824,1367574
KIF17,10273,10773,10523;10523
KIF18A,921775,922275,922025;922025
KIF18B,1271357,1271857,1271607
KIF19,1286006,1286506,1286256
KIF1A,245256,245756,245506;245506
KIF1B,4886,5386,5136
KIF1BP,875317,875817,875567
KIF1C,1252295,1252796,1252545;1252546
KIF20A,509324,509824,509574
KIF20B,885673,886173,885923
KIF21A,995133,995633,995383;995383
KIF21B,100247,100747,100497;100497
KIF22,1219568,1220068,1219818;1219818
KIF23,1188254,1188754,1188504
KIF24,786500,787000,786750
KIF26A,1152028,1152528,1152278
KIF26B,122410,122910,122660
KIF27,812604,813104,812854
KIF2A,471368,471868,471618
KIF2B,1275795,1276295,1276045
KIF2C,22353,22857,22603;22607
KIF3A,506603,507103,506853
KIF3B,1374479,1374979,1374729
KIF3C,137479,137979,137729
KIF4A,1475032,1475532,1475282
KIF4B,517763,518263,518013
KIF5A,1004186,1004686,1004436
KIF5B,856115,856615,856365
KIF5C,199193,199693,199443;199443
KIF6,550724,551371,551121;550974
KIF7,1198500,1199000,1198750
KIF9,269639,270139,269889;269889
KIFAP3,84772,85272,85022
KIFC1,547704,548204,547954;547954
KIFC2,768998,769498,769248;769248
KIFC3,1233579,1234085,1233835;1233829;1233832;1233835
KIN,843857,844357,844107
KIR2DL1,1357122,1357622,1357372
KIR2DL3,1357106,1357606,1357356
KIR2DL4,1357139,1357639,1357389
KIR3DL1,1357145,1357645,1357395
KIR3DL2,1357162,1357662,1357412
KIR3DL3,1357099,1357599,1357349
KIRREL,78732,79232,78982;78982
KIRREL2,1347655,1348155,1347905;1347905
KIRREL3,971146,971646,971396;971396
KISS1,101833,102333,102083
KISS1R,1329940,1330440,1330190
KIT,372751,373251,373001
KITLG,1019702,1020202,1019952;1019952
KIZ,1369600,1370100,1369850
KL,1058936,1059436,1059186
KLB,364693,365193,364943
KLC2,940723,941223,940973;940973;940973
KLC3,1352403,1352903,1352653
KLC4,552538,553038,552788;552788
KLF10,747986,748487,748236;748237
KLF11,129468,129969,129718;129719;129718
KLF13,1169210,1169710,1169460;1169460
KLF14,681792,682292,682042
KLF15,309015,309515,309265
KLF16,1330413,1330913,1330663
KLF17,22043,22543,22293
KLF2,1337699,1338199,1337949
KLF3,364321,364821,364571
KLF4,824461,824961,824711
KLF5,1078955,1079457,1079207;1079207;1079205
KLF7,228376,228892,228642;228642;228642;228626
KLF8,1468407,1468907,1468657
KLF9,805850,806350,806100
KLHDC1,1124805,1125305,1125055
KLHDC10,681438,681938,681688
KLHDC2,1124843,1125343,1125093;1125093
KLHDC3,552515,553016,552765;552766
KLHDC4,1248566,1249066,1248816
KLHDC7A,9154,9654,9404
KLHDC8A,102414,102914,102664;102664
KLHDC8B,270581,271081,270831
KLHDC9,80285,80785,80535
KLHL1,1077482,1077982,1077732
KLHL10,1269842,1270342,1270092
KLHL11,1269855,1270355,1270105
KLHL12,101199,101699,101449
KLHL13,1498831,1499403,1499153;1499087;1499081
KLHL14,1305618,1306119,1305868;1305869
KLHL15,1452299,1452799,1452549
KLHL17,198,698,448
KLHL18,269639,270139,269889
KLHL2,428053,428554,428303;428304;428304
KLHL20,86593,87093,86843
KLHL21,3082,3582,3332
KLHL22,1425050,1425550,1425300
KLHL23,209652,210172,209922;209902
KLHL24,337653,338159,337903;337909
KLHL25,1196562,1197070,1196820;1196812
KLHL26,1338855,1339355,1339105
KLHL28,1122441,1122941,1122691
KLHL29,136193,136693,136443
KLHL3,509102,509602,509352;509352
KLHL30,243900,244400,244150
KLHL31,557790,558290,558040
KLHL32,579711,580254,579961;580004
KLHL33,1110177,1110677,1110427
KLHL34,1451116,1451616,1451366
KLHL36,1247008,1247508,1247258
KLHL38,758485,758985,758735
KLHL4,1483664,1484164,1483914
KLHL40,267340,267840,267590
KLHL41,209560,210060,209810
KLHL42,989181,989681,989431;989431
KLHL5,364512,365020,364770;364762;364762
KLHL6,337613,338113,337863
KLHL7,628155,628655,628405;628405
KLHL8,389059,389559,389309;389309;389309
KLHL9,780003,780503,780253
KLK1,1355145,1355645,1355395
KLK10,1355243,1355743,1355493;1355493
KLK11,1355246,1355747,1355496;1355497;1355497
KLK12,1355251,1355751,1355501
KLK13,1355266,1355766,1355516
KLK2,1355170,1355670,1355420;1355420
KLK3,1355161,1355661,1355411
KLK5,1355210,1355710,1355460
KLK6,1355216,1355718,1355468;1355466;1355468
KLK7,1355225,1355725,1355475;1355475
KLK8,1355234,1355734,1355484;1355484
KLK9,1355238,1355738,1355488
KLKB1,438563,439063,438813
KLRB1,980095,980595,980345
KLRC1,980517,981017,980767
KLRC2,980509,981009,980759
KLRC3,980501,981001,980751
KLRD1,980443,980945,980695;980693
KLRF1,980205,980705,980455
KLRF2,980232,980732,980482
KLRG1,979786,980286,980036
KLRG2,686167,686667,686417
KLRK1,980485,980986,980736;980735
KMO,120598,121098,120848;120848
KMT2A,966864,967364,967114
KMT2B,1347586,1348086,1347836
KMT2C,692649,693149,692899
KMT2E,668910,669410,669160
KNDC1,907429,907929,907679
KNG,339194,339694,339444
KNOP1,1214531,1215031,1214781
KNS2,1151773,1152273,1152023
KNSTRN,1173738,1174238,1173988;1173988
KNTC1,1036720,1037220,1036970
KPNA1,307092,307593,307343;307342
KPNA2,1282860,1283360,1283110;1283110
KPNA3,1067324,1067824,1067574;1067574
KPNA4,326118,326618,326368;326368
KPNA5,589526,590026,589776
KPNA6,16037,16537,16287
KPNB1,1272708,1273209,1272958;1272959
KPNB3,1091455,1091955,1091705
KPTN,1353475,1353975,1353725
KRAS,987916,988416,988166;988166
KRBA1,691290,691790,691540
KRBOX1,267465,267965,267715
KRBOX4,1463431,1463931,1463681;1463681
KRCC1,168554,169054,168804
KREMEN1,1429359,1429859,1429609
KREMEN2,1206173,1206674,1206424;1206423
KRI1,1334820,1335320,1335070
KRIT1,662520,663020,662770;662770
KRR1,1013167,1013667,1013417
KRT1,1001752,1002252,1002002
KRT10,1269334,1269834,1269584
KRT12,1269356,1269856,1269606
KRT13,1269675,1270175,1269925
KRT14,1269716,1270216,1269966
KRT15,1269682,1270184,1269932;1269934
KRT16,1269729,1270229,1269979
KRT17,1269322,1270235,1269985;1269572;1269573
KRT18,1001886,1002386,1002136;1002136
KRT19,1269687,1270187,1269937
KRT20,1269365,1269865,1269615
KRT222,1269255,1269755,1269505
KRT23,1269391,1269891,1269641;1269641
KRT25,1269300,1269800,1269550
KRT26,1269309,1269809,1269559
KRT27,1269314,1269814,1269564
KRT3,1001809,1002309,1002059
KRT31,1269621,1270121,1269871
KRT32,1269656,1270156,1269906
KRT33A,1269598,1270098,1269848
KRT35,1269663,1270163,1269913
KRT36,1269668,1270168,1269918
KRT37,1269635,1270135,1269885
KRT38,1269643,1270143,1269893
KRT39,1269406,1269906,1269656
KRT4,1001818,1002319,1002068;1002069
KRT5,1001672,1002172,1001922
KRT6A,1001637,1002158,1001908;1001887
KRT6C,1001648,1002148,1001898
KRT71,1001688,1002188,1001938
KRT72,1001712,1002212,1001962
KRT74,1001698,1002198,1001948
KRT75,1001629,1002129,1001879
KRT76,1001800,1002300,1002050
KRT77,1001763,1002263,1002013
KRT78,1001836,1002336,1002086
KRT79,1001829,1002329,1002079
KRT8,226230,1002386,1002136;1002125;226480
KRT80,1001507,1002007,1001757
KRT81,1001557,1002057,1001807
KRT82,1001615,1002115,1001865
KRT83,1001572,1002072,1001822
KRT84,1001604,1002104,1001854
KRT85,1001595,1002095,1001845
KRT86,1001562,1002062,1001812
KRT9,1269709,1270209,1269959
KRTAP1-1,1269443,1269943,1269693
KRTAP1-3,1269440,1269940,1269690
KRTAP1-4,1269438,1269938,1269688
KRTAP1-5,1269436,1269936,1269686
KRTAP10-1,1413540,1414040,1413790
KRTAP10-10,1413588,1414088,1413838
KRTAP10-11,1413593,1414093,1413843
KRTAP10-12,1413618,1414118,1413868
KRTAP10-3,1413549,1414049,1413799
KRTAP10-4,1413556,1414056,1413806
KRTAP10-5,1413560,1414060,1413810
KRTAP10-7,1413570,1414070,1413820
KRTAP10-8,1413575,1414075,1413825
KRTAP10-9,1413583,1414083,1413833
KRTAP11-1,1406686,1407186,1406936
KRTAP12-1,1413611,1414111,1413861
KRTAP12-2,1413603,1414103,1413853
KRTAP12-3,1413598,1414098,1413848
KRTAP13-1,1406444,1406944,1406694
KRTAP13-2,1406432,1406932,1406682
KRTAP16-1,1269577,1270077,1269827
KRTAP17-1,1269580,1270080,1269830
KRTAP19-1,1406486,1406986,1406736
KRTAP19-2,1406489,1406989,1406739
KRTAP19-3,1406492,1406992,1406742
KRTAP19-5,1406497,1406997,1406747
KRTAP2-1,1269446,1269946,1269696
KRTAP2-2,1269450,1269950,1269700
KRTAP2-3,1269453,1269953,1269703
KRTAP2-4,1269456,1269956,1269706
KRTAP20-2,1406563,1407063,1406813
KRTAP21-2,1406619,1407119,1406869
KRTAP21-3,1406605,1407105,1406855
KRTAP24-1,1406387,1406887,1406637
KRTAP25-1,1406390,1406890,1406640
KRTAP26-1,1406406,1406906,1406656
KRTAP3-1,1269427,1269927,1269677
KRTAP3-2,1269423,1269923,1269673
KRTAP3-3,1269420,1269920,1269670
KRTAP4-1,1269515,1270015,1269765
KRTAP4-11,1269482,1269982,1269732
KRTAP4-12,1269485,1269985,1269735
KRTAP4-2,1269512,1270012,1269762
KRTAP4-3,1269507,1270007,1269757
KRTAP4-4,1269503,1270003,1269753
KRTAP4-5,1269498,1269998,1269748
KRTAP4-6,1269493,1269993,1269743
KRTAP4-7,1269465,1269965,1269715
KRTAP4-8,1269472,1269972,1269722
KRTAP4-9,1269475,1269975,1269725
KRTAP5-10,943349,943849,943599
KRTAP5-11,943357,943857,943607
KRTAP5-2,908520,909020,908770
KRTAP5-3,908525,909025,908775
KRTAP5-6,908570,909070,908820
KRTAP5-8,943335,943835,943585
KRTAP6-1,1406553,1407053,1406803
KRTAP7-1,1406661,1407161,1406911
KRTAP8-1,1406652,1407152,1406902
KRTAP9-2,1269536,1270036,1269786
KRTAP9-3,1269539,1270039,1269789
KRTAP9-7,1269560,1270060,1269810
KRTAP9-8,1269542,1270042,1269792
KRTAP9-9,1269550,1270050,1269800
KRTCAP2,77323,77823,77573
KRTCAP3,138209,138709,138459
KRTDAP,1347472,1347972,1347722
KSR1,1262744,1263288,1263038;1262994
KSR2,1034418,1034918,1034668
KTI12,26000,26500,26250
KTN1,1127749,1128265,1127999;1128010;1128015
KV1I,169446,169946,169696
KXD1,1338816,1339316,1339066;1339066
KY,313161,313661,313411
KYNU,196194,196696,196446;196444
L1CAM,1516848,1517353,1517103;1517098;1517098;1517099
L1TD1,31081,31581,31331;31331
L2HGDH,1125115,1125615,1125365;1125365
L3HYPDH,1129701,1130201,1129951
L3MBTL1,1380115,1380618,1380368;1380365;1380365
L3MBTL2,1435425,1435925,1435675
L3MBTL3,596194,596694,596444
L3MBTL4,1293626,1294126,1293876
LACC1,1064367,1064867,1064617
LACE1,585333,585833,585583
LACRT,1002729,1003229,1002979
LACTB2,731943,732443,732193
LACTBL1,11396,11896,11646
LAD1,100435,100935,100685;100685
LAG3,978655,979155,978905
LAGE3,1517131,1517631,1517381;1517381
LAIR1,1356923,1357423,1357173
LAIR2,1356989,1357489,1357239
LAMA1,1294001,1294501,1294251
LAMA2,595627,596127,595877
LAMA3,1301077,1301669,1301327;1301419;1301327
LAMA4,587312,587812,587562;587562;587562
LAMA5,1389518,1390018,1389768
LAMB1,670404,670904,670654
LAMB2,270562,271062,270812
LAMB3,104663,105163,104913;104913;104913
LAMB4,670468,670968,670718
LAMC1,91247,91747,91497
LAMC2,91328,91828,91578
LAMC3,836278,836778,836528
LAMP1,1099116,1099616,1099366
LAMP2,1500079,1500579,1500329
LAMP3,337417,337917,337667
LAMP5,1363794,1364294,1364044;1364044
LAMR1,265701,266201,265951
LAMTOR1,943618,944118,943868
LAMTOR2,77763,78263,78013
LAMTOR3,395396,395896,395646
LAMTOR4,666456,666956,666706
LAMTOR5,55226,55726,55476
LANCL1,230047,230547,230297
LANCL2,644299,644799,644549;644549
LANCL3,1458993,1459493,1459243;1459243
LAP3,353778,354278,354028
LAPTM4A,134502,135002,134752;134752
LAPTM4B,745546,746046,745796
LAPTM5,15366,15866,15616
LARGE,1431728,1432283,1431978;1432033
LARP1,517613,518113,517863
LARP1B,409480,409980,409730
LARP4,1000612,1001112,1000862
LARP4B,840416,840931,840681;840666
LARP6,1188974,1189474,1189224
LARP7,401768,402268,402018;402018;402018
LARS,513348,513848,513598
LASP1,1268358,1268858,1268608
LAT,1219165,1219665,1219415;1219415;1219415;1219415
LAT2,653394,653895,653645;653644
LATS1,606038,606544,606294;606294;606288
LATS2,1052958,1053458,1053208
LAX1,101618,102118,101868;101868
LAYN,963416,963916,963666
LBH,139604,140104,139854
LBHD1,938929,939430,939180;939179
LBR,112558,113059,112808;112809
LBX1,891437,891937,891687
LBX2,161740,162242,161992;161990
LCA5,571148,571648,571398
LCA5L,1410968,1411468,1411218
LCE1A,76150,76650,76400
LCE1D,76135,76635,76385
LCE1E,76130,76630,76380
LCE1F,76125,76625,76375
LCE2A,76086,76586,76336
LCE2B,76080,76580,76330
LCE2C,76074,76574,76324
LCE2D,76068,76568,76318
LCE3D,76027,76527,76277
LCE3E,76020,76520,76270
LCE5A,75992,76492,76242
LCE6A,76158,76658,76408
LCK,16109,16620,16359;16370
LCLAT1,139712,140212,139962
LCMT1,1217228,1217728,1217478
LCMT2,1175212,1175712,1175462
LCN1,838542,839042,838792
LCN10,839154,839654,839404
LCN12,839259,839759,839509
LCN15,839165,839665,839415
LCN2,834791,835291,835041
LCN6,839157,839657,839407
LCN7,15772,16272,16022
LCN8,839162,839662,839412
LCN9,838613,839113,838863
LCOR,889239,889739,889489
LCORL,354000,354500,354250
LCP1,1065519,1066019,1065769
LCP2,525429,525929,525679;525679
LCT,192674,193174,192924
LCTL,1186829,1187330,1187080;1187079
LDAH,134888,135388,135138
LDB1,891880,892383,892130;892133;892132
LDB2,353439,353939,353689;353689
LDB3,884157,884657,884407;884407
LDHA,916919,917419,917169;917169
LDHAL6B,1183150,1183650,1183400
LDHB,986120,986620,986370
LDHC,916927,917427,917177
LDHD,1242242,1242742,1242492
LDLR,1335082,1335582,1335332
LDLRAD1,26992,27492,27242
LDLRAD2,10820,11320,11070
LDLRAD3,925693,926193,925943;925943
LDLRAD4,1297052,1297749,1297499;1297302;1297364;1297498;1297498
LDLRAP1,12686,13186,12936
LDOC1,1510413,1510913,1510663
LDOC1L,1437072,1437572,1437322
LEAP2,506670,507171,506921;506920
LECT1,1068797,1069297,1069047
LECT2,508212,508712,508462
LEF1,399532,400034,399784;399783;399782;399782;399783
LEFTY1,112789,113289,113039
LEFTY2,112815,113315,113065;113065;113065
LEKR1,324249,324749,324499
LELP1,76338,76838,76588
LEMD1,102446,102946,102696
LEMD2,547899,548403,548153;548149;548152
LEMD3,1007996,1008496,1008246
LENG8,1356962,1357462,1357212
LENG9,1356969,1357469,1357219
LEO1,1179532,1180032,1179782
LEP,680523,681023,680773
LEPR,32694,33246,32944;32996
LEPROT,32694,33194,32944;32944
LEPROTL1,711129,711629,711379
LETM1,345917,346417,346167
LETM2,715274,715774,715524;715524
LETMD1,1000936,1001436,1001186
LEXM,27386,27886,27636
LFNG,617859,618362,618112;618111;618109;618112
LGALS1,1433660,1434160,1433910
LGALS12,939347,939847,939597;939597
LGALS13,1349528,1350028,1349778
LGALS14,1349579,1350079,1349829;1349829
LGALS16,1349555,1350055,1349805
LGALS2,1433613,1434113,1433863
LGALS3,1127523,1128023,1127773;1127773
LGALS3BP,1288333,1288833,1288583
LGALS4,1349133,1349633,1349383;1349383
LGALS7,1349114,1349614,1349364
LGALS7B,1349121,1349621,1349371
LGALS8,118091,118594,118344;118344;118344;118341
LGALS9,1262823,1263324,1263074;1263073
LGALS9B,1260030,1260530,1260280
LGALS9C,1259035,1259535,1259285
LGALSL,156717,157217,156967
LGI1,887701,888201,887951
LGI2,357505,358005,357755
LGI3,707160,707660,707410
LGI4,1347294,1347794,1347544
LGMN,1146333,1146833,1146583
LGR4,921458,921958,921708;921708
LGR5,1011131,1011631,1011381;1011381
LGR6,100832,101342,101092;101082;101087
LGSN,563039,563539,563289
LGTN,103143,103643,103393
LHB,1354242,1354742,1354492
LHCGR,148868,149368,149118
LHFP,1062229,1062729,1062479
LHFPL1,1496239,1496739,1496489
LHFPL2,479539,480039,479789
LHFPL3,668567,669067,668817
LHFPL4,250774,251274,251024
LHFPL5,548911,549411,549161
LHPP,903018,903518,903268
LHX2,832722,833222,832972
LHX3,838883,839384,839134;839133
LHX4,89850,90350,90100
LHX6,831830,832331,832081;832080;832081
LHX8,37548,38052,37801;37802;37798
LHX9,98691,99194,98944;98941;98944
LIAS,364719,365219,364969
LIF,1429946,1430446,1430196
LIFR,459845,460364,460095;460114
LIG1,1353818,1354318,1354068;1354068
LIG3,1266498,1266998,1266748
LIG4,1096574,1097076,1096824;1096826;1096824
LILRA1,1357034,1357534,1357284;1357284
LILRA2,1357024,1357524,1357274
LILRA5,1356894,1357394,1357144
LILRB1,1357046,1357553,1357302;1357296;1357303;1357301
LILRB2,1356874,1357374,1357124;1357124
LILRB3,1356845,1357345,1357095;1357095
LILRB4,1357068,1357569,1357319;1357318
LILRB5,1356862,1357362,1357112
LIM2,1355427,1355927,1355677
LIMA1,1000512,1001053,1000773;1000803;1000786;1000762
LIMCH1,365669,366296,365920;366046;365919;366009
LIMD2,1280733,1281233,1280983;1280983
LIME1,1390230,1390730,1390480
LIMK1,653332,653836,653582;653586
LIMK2,1430429,1430947,1430697;1430679;1430697
LIMR,999967,1000467,1000217
LIMS1,178952,179512,179245;179262;179229;179229;179202;179238;179262
LIMS2,188579,189096,188843;188843;188838;188846;188829
LIMS3,179704,180205,179955;179954
LIMS3L,179992,180492,180242
